91;93;8
109;100;11
100;90;9
99;104;12
100;74;6
101;88;5
85;84;11
88;78;14
99;107;6
75;81;24
74;91;15
101;101;6
93;89;17
72;103;5
85;91;4
75;102;3
94;87;9
82;85;13
72;94;14
87;95;11
87;80;13
89;110;12
87;106;17
87;85;8
85;86;9
100;84;9
97;102;13
87;80;13
110;98;8
88;103;15
104;80;18
81;77;22
93;74;13
110;82;9
91;97;15
74;100;6
80;110;11
95;88;17
90;109;11
80;93;7
95;73;12
101;76;3
84;93;3
108;110;8
75;77;28
100;91;9
81;93;6
97;99;15
95;108;13
88;96;12
79;87;14
95;79;6
87;77;16
96;97;19
83;85;12
95;93;5
73;74;33
73;103;4
99;95;5
92;77;11
73;109;17
107;89;9
86;96;19
83;110;15
95;93;6
102;110;18
80;102;17
102;77;1
75;90;15
77;85;18
87;98;18
107;97;13
110;91;19
72;86;22
96;90;6
103;93;17
81;90;9
79;73;28
93;108;7
87;79;14
102;86;6
98;106;16
77;101;2
102;87;13
90;74;16
94;79;7
104;102;6
86;103;13
79;90;11
77;82;21
74;71;35
76;98;6
104;75;1
81;88;11
89;93;13
86;104;5
109;95;5
82;73;25
100;109;15
95;75;10
107;90;14
106;83;9
73;95;12
100;84;7
89;74;17
78;109;6
71;104;5
96;74;10
76;88;16
103;92;7
109;86;5
98;95;16
85;106;11
110;95;12
85;87;8
100;87;12
93;81;6
95;94;10
78;78;24
78;76;26
74;104;2
84;96;5
109;82;6
90;96;16
86;86;8
81;90;9
87;97;13
97;106;6
85;80;15
90;88;2
91;107;7
88;103;12
85;76;19
109;87;8
103;86;5
77;97;6
73;83;24
74;101;5
107;97;15
78;75;27
90;94;5
97;85;18
84;106;9
76;106;11
105;103;15
84;104;12
85;73;22
86;99;7
101;83;12
80;87;13
110;102;11
100;88;16
96;86;14
88;78;14
97;106;10
104;88;10
100;94;12
108;76;11
84;88;8
104;91;6
74;73;33
101;87;6
106;86;5
96;96;10
94;99;14
103;82;16
83;89;8
102;71;7
99;85;13
88;93;19
98;78;4
99;99;18
74;91;15
108;78;7
89;104;18
105;85;11
86;74;20
90;97;11
105;79;18
96;71;13
60;60;60
76;106;16
74;105;1
60;60;60
99;81;9
85;87;8
76;98;6
89;79;12
97;100;7
79;110;15
110;94;9
84;83;13
80;78;22
109;99;6
108;85;13
95;86;15
85;98;9
83;85;12
101;84;9
77;100;3
110;78;19
91;107;12
90;91;8
102;90;11
60;60;60
79;72;29
101;71;8
80;87;13
81;74;25
87;81;12
81;81;18
105;86;6
78;78;24
102;93;12
87;83;10
73;77;30
108;87;15
94;97;18
80;88;12
75;91;14
84;97;7
99;98;18
95;108;16
99;80;1
108;84;10
102;88;7
89;81;10
101;91;5
101;97;19
104;100;12
85;89;6
73;103;4
103;80;5
86;83;11
88;105;8
90;98;14
110;108;11
105;78;11
81;86;13
89;97;15
87;86;7
96;96;19
106;75;10
83;103;15
85;73;22
107;85;12
76;108;17
107;99;12
105;88;17
83;81;16
73;100;7
80;72;28
83;79;18
101;71;8
72;88;20
100;107;16
80;75;25
86;76;18
87;79;14
79;77;24
110;92;5
85;78;17
90;83;7
100;83;12
80;88;12
90;99;16
98;71;11
94;84;2
79;95;6
92;110;9
71;107;2
88;110;11
101;83;13
77;107;16
109;100;15
107;107;15
95;87;19
106;105;19
100;94;13
84;84;12
91;77;12
73;86;21
108;87;13
87;96;12
89;102;17
86;89;5
109;109;6
81;74;25
93;89;15
95;99;8
90;105;6
98;71;11
78;90;12
93;72;15
103;83;17
105;72;3
78;91;11
76;91;13
104;109;19
71;103;6
75;83;22
103;90;8
84;101;13
98;73;9
101;77;2
91;100;10
78;110;9
86;86;8
96;76;8
79;101;11
90;71;19
89;74;17
79;87;14
91;88;1
108;74;7
88;82;10
82;108;15
72;74;34
104;99;10
89;108;12
81;76;23
73;97;10
71;101;8
78;84;18
89;74;17
81;74;25
95;81;4
77;88;15
85;99;16
102;78;19
109;100;7
73;86;21
92;81;7
88;87;5
77;107;8
85;103;12
80;108;18
92;99;5
91;109;9
104;110;9
76;79;25
83;74;23
74;100;6
94;78;8
90;96;13
91;77;12
103;98;5
98;98;17
78;99;3
105;78;17
100;77;3
80;80;20
105;85;9
91;76;13
106;92;14
98;81;1
94;77;9
72;96;12
81;106;19
100;71;9
72;107;1
81;82;17
90;109;15
94;77;9
80;105;10
96;77;7
82;105;11
74;94;12
109;109;14
78;90;12
105;110;15
85;101;8
81;105;18
74;99;7
80;96;4
94;74;12
78;84;18
77;98;5
91;71;18
85;87;8
110;85;6
81;82;17
76;85;19
99;86;16
94;93;9
103;95;14
98;97;12
97;77;6
108;82;12
78;74;28
91;106;14
78;109;5
95;87;5
72;108;15
93;102;15
98;80;2
84;95;1
105;87;15
98;72;10
80;73;27
84;109;13
82;74;24
74;110;12
84;97;19
106;106;14
82;71;27
79;109;18
82;86;12
107;101;8
88;107;11
104;88;11
102;85;18
92;101;16
102;77;1
94;101;7
100;90;14
103;96;14
99;84;13
75;84;21
73;107;18
79;98;3
105;93;8
74;108;8
79;76;25
96;104;6
97;102;11
82;87;11
74;93;13
109;81;18
91;97;10
96;95;8
102;92;13
71;76;33
94;90;12
92;80;8
92;101;14
75;89;16
106;76;9
93;99;12
72;78;30
100;97;19
71;109;14
102;110;10
95;93;6
75;105;17
91;83;6
106;87;8
89;87;4
94;88;15
103;93;15
101;87;15
98;79;3
98;73;9
96;91;14
104;80;8
103;75;2
81;83;16
79;109;14
75;79;26
84;107;11
102;96;19
95;96;9
93;104;6
89;94;18
86;101;17
91;75;14
81;99;7
93;105;14
94;102;19
94;99;7
89;106;11
74;82;24
60;60;60
84;94;2
96;94;10
102;106;8
76;103;1
93;84;3
87;91;2
108;94;11
72;108;14
109;80;6
92;82;6
98;105;17
87;84;9
107;87;7
101;93;11
102;90;18
96;101;19
94;97;15
103;97;6
95;92;17
89;93;5
76;71;33
76;106;15
103;101;19
87;80;13
96;82;2
103;92;7
86;75;19
91;92;17
86;97;12
92;72;16
95;74;11
76;82;22
90;79;11
78;89;13
96;106;6
97;71;12
110;101;6
95;84;1
109;87;18
80;106;16
72;78;30
98;81;1
96;78;6
73;73;34
91;84;5
88;104;16
72;96;12
98;82;7
91;73;16
82;109;11
73;105;2
91;110;8
85;94;1
84;93;3
96;96;6
97;71;12
77;107;15
89;105;18
93;73;14
74;89;17
88;89;3
60;60;60
97;73;10
85;99;5
105;76;13
109;74;9
93;79;8
75;97;8
102;91;11
74;77;29
77;75;28
102;93;6
105;77;17
106;95;5
95;86;17
110;83;6
105;101;7
105;92;11
95;103;15
72;99;9
86;77;17
82;87;11
83;80;17
71;85;24
77;75;28
78;106;16
106;72;2
83;96;1
94;72;14
73;83;24
86;106;11
80;104;19
92;92;12
94;90;10
71;107;2
87;89;4
104;102;10
91;110;7
78;77;25
101;110;19
85;90;5
105;100;5
92;110;8
98;77;5
79;88;13
102;105;19
75;86;19
72;98;10
85;85;10
103;91;10
97;88;15
99;93;12
96;74;10
83;97;5
99;104;5
109;103;16
72;104;4
88;110;17
107;95;18
85;102;17
60;60;60
91;90;15
100;72;8
86;96;17
87;96;5
84;81;15
97;76;7
74;97;9
101;80;15
77;93;10
106;103;14
101;102;18
72;106;2
92;102;18
88;85;7
89;107;10
76;74;30
103;75;2
91;99;6
73;97;10
94;80;6
96;92;17
95;81;4
92;105;18
102;108;9
96;107;13
83;105;5
106;94;15
86;89;5
75;95;10
98;83;6
109;103;6
107;109;19
99;102;16
88;100;12
107;103;9
81;72;27
81;90;9
100;71;9
94;81;5
103;106;5
101;75;4
71;98;11
106;92;8
72;86;22
98;82;7
72;90;18
90;96;9
79;110;8
92;106;9
102;104;17
105;98;17
77;102;1
93;71;16
87;80;13
86;100;8
71;77;32
87;75;18
98;91;8
105;80;12
101;91;12
108;105;13
99;75;6
103;106;11
105;76;17
75;101;4
71;86;23
107;91;12
102;96;14
100;96;9
86;102;6
81;88;11
81;83;16
74;71;35
105;99;14
103;74;3
75;81;24
85;108;15
89;103;15
109;102;19
86;110;17
80;71;29
88;71;21
91;92;6
110;75;6
79;98;3
100;93;19
91;93;13
100;76;4
104;74;2
85;80;15
104;91;5
72;108;13
71;92;17
78;79;23
94;86;10
87;77;16
100;88;10
81;82;17
99;104;11
106;95;9
99;83;9
93;76;11
71;97;12
92;100;10
90;98;5
101;75;4
83;86;11
97;76;7
78;108;17
95;98;6
83;108;8
87;80;13
71;95;14
92;98;16
107;97;7
94;97;14
107;110;13
82;73;25
90;107;19
102;77;1
77;90;13
106;95;15
72;75;33
104;104;19
91;100;18
81;85;14
102;76;2
108;85;11
103;90;5
78;77;25
83;92;5
72;74;34
105;106;5
89;71;20
110;77;5
91;102;9
84;110;5
101;96;16
90;85;5
106;71;3
79;86;15
78;79;23
107;76;18
85;94;1
96;93;13
86;88;6
109;92;8
84;91;5
82;91;7
102;76;2
102;108;11
84;94;2
89;79;12
89;106;17
95;72;13
86;82;12
106;80;9
86;105;9
96;96;16
79;97;4
98;110;18
102;106;9
98;82;6
71;72;37
88;90;2
98;72;10
81;107;6
107;71;2
93;95;8
91;77;12
73;107;8
92;80;8
110;84;12
97;91;13
101;77;2
96;102;13
79;76;25
106;105;17
91;80;9
105;75;17
99;72;9
103;74;3
94;88;8
90;86;4
104;95;17
85;90;5
99;96;10
85;81;14
103;80;19
86;80;14
73;76;31
104;98;18
101;85;10
89;104;16
75;102;3
95;79;6
74;87;19
88;104;14
79;100;1
75;77;28
101;90;8
98;85;12
81;110;16
88;96;6
80;84;16
72;105;3
99;106;14
100;99;11
78;82;20
76;90;14
84;101;7
100;105;7
80;91;9
101;105;19
75;84;21
104;101;8
96;103;10
86;96;8
95;83;2
90;103;12
91;82;7
77;82;21
105;89;5
91;75;14
109;77;15
96;89;18
96;110;12
96;81;3
74;95;11
81;71;28
103;104;7
90;80;10
84;97;6
91;98;5
71;87;22
84;86;10
106;83;12
96;85;5
85;91;4
75;91;14
84;88;8
76;79;25
96;109;18
97;109;15
73;78;29
107;96;19
91;84;5
105;105;7
83;86;11
87;78;15
75;94;11
99;75;6
106;107;16
84;98;18
84;77;19
83;90;7
79;103;18
82;85;13
98;97;9
81;101;13
89;106;8
93;77;10
82;88;10
78;101;1
95;77;8
83;107;8
82;91;7
88;101;11
81;91;8
73;107;9
105;81;16
107;82;16
97;80;3
94;78;8
91;84;5
84;71;25
73;109;18
72;71;37
101;101;12
81;74;25
101;106;17
71;89;20
100;104;11
77;85;18
101;78;1
100;107;6
106;77;7
106;83;13
77;72;31
90;110;15
77;106;15
86;83;11
92;72;16
97;105;19
79;89;12
79;74;27
100;83;15
77;109;5
92;91;9
103;76;1
87;87;6
90;101;8
103;96;16
88;77;15
93;90;15
89;106;7
78;86;16
84;88;8
91;78;11
73;105;2
103;72;5
99;83;18
91;97;6
91;103;8
71;86;23
84;81;15
103;80;5
88;84;8
83;88;9
86;94;11
60;60;60
86;102;14
82;98;6
99;72;9
102;103;9
87;110;7
96;106;8
79;79;22
83;108;16
89;91;7
109;90;7
108;82;17
96;94;8
76;98;6
77;76;27
91;107;9
82;76;22
84;86;10
60;60;60
110;109;6
76;94;10
106;99;13
60;60;60
103;95;5
89;101;19
78;84;18
98;78;4
107;80;10
71;103;6
79;108;7
72;103;5
90;100;11
100;76;4
101;109;16
102;109;19
87;108;6
82;103;17
93;107;11
95;97;17
88;109;16
89;102;7
72;73;35
82;89;9
79;104;10
92;106;9
92;109;15
110;88;17
107;74;7
79;104;8
82;95;3
107;105;16
107;105;10
101;80;17
81;102;15
81;77;22
103;86;7
76;73;31
100;99;14
72;77;31
101;102;16
83;85;12
84;100;14
101;109;11
106;87;12
82;102;8
74;73;33
89;75;16
84;97;16
78;91;11
73;75;32
102;87;12
88;102;14
107;102;7
94;94;6
72;98;10
80;99;1
89;87;4
99;102;8
73;108;7
93;97;7
74;97;9
98;90;11
75;86;19
96;74;10
90;82;8
105;80;6
73;80;27
71;94;15
105;104;5
72;107;1
103;108;19
93;79;8
76;82;22
97;77;6
100;94;10
87;83;10
106;81;7
82;75;23
99;90;17
71;99;10
79;92;9
71;83;26
91;103;8
73;104;3
94;81;5
72;80;28
75;76;29
73;75;32
88;73;19
97;76;7
96;88;9
72;87;21
75;82;23
74;90;16
106;88;16
88;82;10
90;82;8
106;97;12
87;105;5
77;95;8
87;86;7
73;80;27
75;76;29
103;73;4
89;79;12
78;90;12
85;73;22
84;103;8
93;81;6
80;84;16
108;106;9
72;73;35
78;91;11
85;105;7
94;71;15
81;97;2
96;102;11
74;94;12
78;98;4
95;106;18
75;78;27
101;75;4
110;72;7
88;89;3
109;82;12
81;93;6
103;76;1
91;86;3
98;83;12
85;89;6
88;99;13
77;76;27
91;94;5
99;95;11
107;77;17
84;80;16
109;105;16
96;89;10
103;99;5
93;80;7
82;77;21
71;84;25
78;104;8
106;81;13
105;71;4
91;106;8
110;103;12
104;72;4
101;100;6
78;72;30
110;80;15
84;102;19
94;101;16
79;109;9
77;97;6
84;83;13
95;107;12
73;73;34
105;105;19
89;105;8
95;93;5
91;79;10
106;94;7
73;105;2
84;98;9
96;95;13
77;99;4
87;100;6
106;100;18
74;93;13
92;103;7
106;72;2
84;107;19
75;91;14
96;107;16
86;78;16
81;91;8
90;103;8
75;73;32
102;78;16
106;101;12
85;91;4
103;109;16
86;101;16
105;102;9
99;81;15
98;73;9
80;79;21
106;86;5
79;101;17
88;71;21
94;89;11
105;88;5
83;79;18
75;103;2
106;94;19
97;74;9
95;110;18
60;60;60
90;96;18
97;99;17
101;105;7
83;102;6
94;82;4
101;83;17
110;102;6
109;89;12
78;83;19
108;97;17
88;75;17
74;104;2
110;71;8
98;86;12
92;84;4
83;92;5
94;100;15
84;82;14
96;83;1
105;81;13
104;72;4
80;84;16
71;101;8
106;82;18
89;96;5
96;76;8
86;98;8
100;93;14
98;106;10
107;106;9
108;72;5
74;103;3
87;106;16
85;110;14
79;76;25
80;77;23
79;90;11
93;97;19
81;104;17
100;76;4
75;97;8
109;93;18
82;90;8
110;85;14
87;83;10
96;93;15
92;78;10
88;101;14
73;73;34
95;105;15
93;94;13
73;105;2
71;91;18
82;99;18
92;97;13
104;83;11
91;91;8
79;80;21
74;85;21
73;90;17
99;73;8
90;88;2
92;97;13
73;80;27
91;86;3
88;71;21
74;74;32
108;106;14
97;94;13
103;96;10
104;95;12
87;90;3
103;74;3
100;90;6
71;84;25
90;74;16
101;96;18
76;102;2
109;79;16
87;95;15
102;80;9
91;73;16
110;93;17
99;108;11
82;83;15
80;80;20
90;87;3
95;83;2
94;105;19
105;94;19
75;80;25
94;83;3
96;92;5
73;80;27
75;108;19
85;73;22
82;103;18
78;71;31
76;92;12
110;75;6
110;73;13
107;101;11
89;83;8
74;97;9
108;71;1
91;92;11
82;74;24
86;83;11
91;71;18
82;109;14
76;106;11
88;83;9
84;84;12
88;75;17
79;78;23
83;90;7
84;86;10
109;92;11
109;72;6
72;94;14
94;85;1
88;95;19
94;95;5
89;82;9
94;83;3
104;103;14
98;88;6
82;104;14
87;71;22
104;86;8
76;73;31
87;86;7
101;100;9
82;96;2
99;88;12
80;98;2
107;76;13
80;105;9
108;90;10
80;100;17
76;86;18
82;108;9
109;110;16
79;110;12
94;98;7
71;96;13
78;91;11
93;102;17
85;86;9
92;110;14
81;87;12
79;106;12
72;107;1
79;88;13
72;80;28
102;77;1
101;79;13
85;107;19
96;104;15
110;76;8
82;105;8
78;71;31
95;94;14
82;86;12
109;104;14
95;96;7
95;82;3
109;99;17
103;80;15
100;108;11
71;95;14
72;105;3
71;93;16
75;90;15
89;81;10
91;75;14
75;80;25
82;80;18
109;71;8
72;75;33
78;87;15
85;94;1
94;108;11
100;73;7
79;84;17
92;89;8
79;104;15
100;86;13
104;104;6
97;89;15
98;107;17
91;93;11
99;79;2
75;96;9
81;97;2
72;88;20
74;78;28
79;88;13
75;98;7
79;87;14
107;105;13
82;76;22
97;81;2
107;91;5
89;109;11
82;96;2
108;85;12
109;79;19
106;108;12
72;78;30
89;96;14
90;101;18
81;76;23
75;72;33
74;89;17
102;84;5
108;85;15
91;79;10
101;88;9
76;98;6
109;105;17
81;104;5
75;99;6
110;83;8
92;71;17
80;81;19
81;73;26
109;93;8
104;88;15
84;97;17
101;96;18
91;98;16
60;60;60
82;106;9
106;88;5
103;110;17
74;84;22
98;87;17
97;97;6
86;96;18
103;71;6
86;88;6
77;85;18
101;73;6
107;98;13
102;88;14
78;82;20
78;97;5
81;108;13
82;95;3
98;77;5
84;94;2
72;108;5
108;84;19
109;79;18
108;80;18
92;89;15
93;87;16
105;89;13
79;92;9
88;78;14
84;74;22
105;95;7
75;82;23
83;75;22
85;99;17
79;73;28
77;96;7
72;94;14
106;101;11
89;96;8
106;110;14
104;88;18
76;92;12
100;75;5
94;73;13
92;86;2
92;99;14
81;77;22
104;94;7
98;83;18
100;103;5
95;100;9
77;88;15
84;102;17
92;108;16
60;60;60
77;87;16
90;82;8
82;82;16
88;110;10
81;109;17
93;103;16
100;87;7
97;75;8
83;88;9
87;83;10
96;91;9
89;104;16
91;87;2
77;84;19
93;101;13
106;108;14
110;105;15
101;110;5
94;93;15
95;88;12
75;110;19
80;71;29
71;83;26
100;92;5
92;85;3
79;92;9
102;104;18
107;71;2
102;104;10
75;82;23
103;107;6
79;110;13
83;105;16
92;98;19
106;87;6
107;82;6
88;80;12
97;77;6
84;95;1
78;75;27
88;102;5
87;89;4
79;108;12
76;101;3
101;77;2
96;105;12
74;93;13
101;100;17
92;96;17
93;86;1
74;87;19
80;89;11
98;105;5
73;107;15
77;87;16
84;94;2
85;80;15
102;97;15
98;83;15
93;85;2
98;100;7
87;100;15
95;79;6
103;106;8
80;92;8
109;101;17
86;94;11
108;110;11
96;91;11
79;87;14
80;108;7
76;95;9
74;104;2
73;83;24
101;76;3
95;79;6
84;81;15
80;103;15
108;94;17
109;93;5
83;73;24
88;72;20
94;91;9
