64;-71
13;215
102;-117
-191;-263
133;58
270;-196
180;-163
288;116
252;-204
188;-223
-185;182
-246;-17
-152;-22
155;-285
-179;214
-150;135
199;250
150;-217
292;18
-215;231
-264;-15
31;227
-27;-137
-117;34
241;116
-16;-227
-215;283
213;31
-101;283
-231;-156
1;227
-266;253
206;-174
-104;-217
18;185
189;-204
25;142
-184;246
-140;298
-267;-260
80;120
-95;19
31;168
-34;-79
164;246
119;126
-182;300
182;154
-114;202
-229;69
147;-136
91;-201
-97;-202
-85;-16
-20;-225
233;-83
-72;-204
-249;-152
300;266
-99;-198
78;85
-78;-190
-88;-221
-279;-70
-181;-227
154;296
-182;56
-263;145
-102;-54
113;-108
143;-96
74;-222
83;265
-281;111
215;141
124;-82
238;204
-291;83
12;120
-81;-61
44;41
-250;-52
291;269
162;-10
-113;14
31;-256
-83;27
-294;137
160;-165
-35;-2
271;142
-83;151
110;-76
-160;-262
62;107
-57;177
56;210
-6;274
262;174
-108;101
-50;64
296;-146
-172;-222
125;-138
-261;-153
136;-171
179;-225
-46;68
-157;25
-84;271
96;176
-178;-184
71;18
-179;-66
145;269
-241;-79
230;14
-15;263
48;116
201;-258
-168;279
5;189
-29;-181
203;-113
271;213
111;-211
215;-94
101;-245
46;253
-230;-281
78;-7
13;168
268;-219
-285;-101
-164;-258
-48;-280
-160;274
162;289
244;72
-34;135
201;234
14;178
-246;218
-110;-14
208;-221
-17;48
-150;84
117;277
142;78
209;201
-52;127
206;156
-158;-188
41;-83
71;-67
-293;-224
174;-232
60;282
138;180
237;-111
-143;5
-184;198
-293;246
265;79
45;119
-206;-136
-212;27
-39;94
186;-259
-110;-152
-89;143
-50;-78
-67;-275
228;269
-145;253
-136;-23
226;-154
-130;-86
-206;-156
182;15
280;270
-166;-199
-266;276
297;295
-14;275
-140;78
114;-77
183;222
-21;-255
-185;-37
-289;-297
-95;134
-200;-218
12;212
-235;80
-164;-3
133;-117
158;-117
49;32
183;-162
-55;-43
236;179
100;258
-188;160
-281;-139
39;193
-114;231
139;-246
28;159
42;-87
-44;235
65;32
95;91
211;-233
-248;285
-272;-194
-24;-173
-19;-39
-261;146
290;164
248;-125
-153;-177
192;184
111;127
-112;-147
248;298
-60;-57
61;152
-161;176
-10;-285
287;169
-247;144
-244;-293
-8;-32
-3;159
-211;-74
-171;-70
-290;232
20;48
216;118
206;129
188;-5
-85;-64
-127;-41
89;-290
-26;-76
-261;-33
181;-16
226;-70
-150;-256
143;-203
243;-99
7;-142
74;-159
172;240
-245;-244
-177;-297
-122;70
-300;25
27;153
-154;-113
36;275
112;-95
28;-100
18;166
143;132
159;-285
168;75
134;-3
66;274
298;-209
63;-69
-51;123
-66;214
66;115
244;-280
107;138
221;51
217;287
5;-287
-182;143
177;180
39;103
-53;186
-33;227
55;-228
134;-181
-246;-152
48;46
-136;-242
-41;27
179;138
151;38
34;-277
-297;-18
-268;-211
283;-42
282;57
51;-229
-292;101
-161;-151
-65;-199
-88;-209
250;-152
131;157
-267;-61
-240;-230
-31;34
-292;94
-289;69
-241;118
194;-9
-114;213
-66;-170
123;-119
-85;-82
-120;148
118;-299
97;-18
230;-73
117;167
-1;-225
-86;-249
-152;-149
66;291
171;-143
-22;-108
256;15
-104;247
47;208
8;179
-186;217
-234;55
-246;-15
-200;-80
168;183
-28;79
-6;-300
-35;110
13;182
118;23
-198;-91
-134;27
138;219
248;82
169;-249
-217;-203
-279;19
187;203
9;203
219;-222
216;266
49;-199
-248;-144
147;167
-199;158
-136;90
-131;148
158;-226
-157;-58
-201;158
210;-60
-203;243
-68;-23
213;219
-17;276
237;-118
198;-20
-184;289
182;-268
296;242
-300;207
-83;45
221;168
278;219
137;-48
-7;-178
-262;-40
-285;-103
252;299
-185;193
-298;223
187;231
-133;-114
-90;281
-67;83
-59;23
192;-117
-243;245
-1;-175
-247;199
-23;-82
80;165
-86;-125
-23;-142
138;199
-188;-271
224;95
-3;-52
-42;-106
41;16
153;-3
-125;134
-109;-159
271;-112
57;214
-43;-55
-57;-32
-277;-15
149;-159
-228;144
-250;6
2;-188
43;-213
-299;167
55;92
-73;-37
-166;-67
-11;170
221;-56
-188;91
-212;43
-289;-300
277;164
-170;-297
82;-156
274;-274
-120;122
157;-292
194;-202
-79;-209
272;-269
223;-33
152;130
-40;-186
-38;-85
-46;-128
85;-170
138;20
51;11
24;127
106;169
-90;-300
298;-128
215;-108
-72;4
-66;201
218;-106
158;29
-128;-90
268;193
6;-201
49;-148
-80;279
-64;-27
61;-267
138;23
38;49
-132;290
197;292
79;-202
123;208
-263;-194
277;273
270;168
-47;-289
-275;-133
8;124
142;279
-43;-10
-222;208
140;227
14;57
-46;-22
90;117
118;274
262;-78
-116;-173
269;-108
231;-209
177;-266
-225;-4
-136;-244
293;161
-181;210
294;54
-245;78
71;228
-14;6
-173;-275
-265;275
97;-291
165;-207
-260;164
-38;-20
128;269
-113;64
292;30
-237;-175
-218;142
-201;74
77;126
161;124
275;158
96;-12
-196;50
-224;-237
241;-96
-60;148
247;94
128;136
-200;-80
-185;-121
31;-202
194;283
-99;2
-135;-147
276;70
-133;-162
200;87
-181;-114
-225;-180
-264;79
161;98
-239;-173
114;-244
189;-151
89;-176
19;-73
-120;-31
104;-116
272;31
-291;-179
19;-83
-42;293
76;-154
121;85
-72;-122
-136;-271
-6;-147
-156;-106
75;52
-292;-49
-1;246
-267;292
237;-276
-127;-214
283;36
-66;-256
-128;-283
123;261
188;34
32;-26
-39;-113
254;-251
-148;257
-154;-71
-230;-160
4;-259
-5;-200
-67;-23
-113;-104
-211;64
-181;262
89;-85
-235;130
-167;-8
226;99
-291;121
-23;158
295;123
89;110
-191;259
-256;-58
120;-3
262;129
-244;-295
22;69
-87;108
-283;274
-185;298
-244;23
22;-168
-75;-186
172;-189
-147;91
-196;265
0;-263
44;43
139;-116
-122;235
215;280
-181;71
279;-131
27;287
171;9
-24;68
-222;-109
157;-262
-205;-186
46;67
-230;-6
-103;176
298;144
-201;143
55;-105
243;-91
-83;212
193;99
-255;-202
-279;-187
-239;211
-117;-106
-53;103
-99;145
154;-50
251;-72
-20;15
1;-279
15;112
-13;108
88;-234
292;-91
-294;-29
-137;-170
143;205
-111;-219
248;-24
-284;226
-156;-101
-125;-13
66;-42
263;40
57;106
-192;24
285;-250
43;106
-24;244
-2;-217
233;89
53;-3
-23;260
-208;-290
246;277
-6;81
72;247
113;-273
-8;-273
71;-97
-299;-36
143;146
148;-263
225;51
231;134
-225;117
-149;-239
-102;148
-194;-97
12;-281
-280;-231
106;88
-214;281
-80;118
-264;-188
-19;-168
151;163
228;198
-107;-77
-199;-189
129;94
293;243
130;-95
18;-115
-288;-207
93;155
-116;161
-269;131
78;202
168;-273
-278;268
-116;-41
-82;-143
-29;143
128;-77
107;92
144;48
-1;165
92;196
118;-215
196;114
245;-112
56;-24
245;-239
147;87
-285;40
-168;-296
-39;-117
-265;-164
-70;229
-101;287
35;53
32;-154
232;67
219;-28
-224;106
-36;-229
82;-48
96;268
-189;-178
35;-122
57;74
178;200
-265;171
-2;-264
-112;134
-242;202
-266;290
203;213
-229;-141
35;-242
191;-219
132;-80
-265;173
64;-194
17;1
186;-268
55;-122
-90;179
-191;-286
-125;-113
74;-27
-12;272
-165;5
20;-130
23;-137
195;63
-159;-35
-295;17
-76;263
84;100
244;156
267;278
28;-56
73;56
-73;56
-164;-27
-48;-59
288;128
93;-41
208;51
-252;-38
-4;164
-86;-267
-149;-167
-173;-129
-3;-182
78;188
-1;249
262;-192
-102;-22
109;12
-6;37
-66;269
-61;-230
-127;130
67;-48
106;293
295;220
287;200
-160;285
158;21
246;156
119;4
-163;-176
-10;88
-228;-48
178;-244
226;-283
133;-16
-22;95
163;-181
-24;-233
-44;44
-150;24
-145;-114
189;175
251;188
177;-181
-24;26
167;-59
-134;47
151;-109
196;-283
-22;217
281;51
-23;-90
-144;217
154;251
223;-226
230;123
5;10
76;262
32;204
-149;197
-237;290
-49;-220
74;-129
76;38
109;262
61;-206
-140;96
-57;-121
289;230
-93;164
-87;26
-197;8
92;-62
-138;-116
26;29
-273;285
-16;153
108;140
-167;-238
-289;285
-43;-1
-95;218
-170;0
-18;9
235;89
-200;-207
-52;-197
294;-291
255;154
-268;83
-173;-226
269;22
288;-10
-28;-174
-114;-130
-100;-142
-111;-272
-136;288
-120;215
-273;2
-45;263
292;95
284;-219
-30;255
51;-45
-134;211
228;110
189;-265
-84;-274
-139;243
236;-268
-143;110
-92;-166
146;-205
-87;-297
257;72
-169;-72
173;-300
40;170
-3;-61
-197;159
143;87
-101;165
127;37
-147;-150
59;-259
-211;142
-278;44
31;238
129;241
-155;36
154;-223
-219;-130
-180;-210
66;-159
-65;167
273;68
-141;73
185;-23
-221;-52
-270;-78
-124;121
197;-279
-47;-113
-201;-99
-215;82
243;-105
218;125
-9;-122
-231;154
-298;-219
3;-98
-19;13
-83;-115
46;230
-58;299
233;-94
8;-298
-181;-70
210;-96
99;143
226;217
103;218
182;-181
-65;282
178;80
-240;-264
-56;46
104;-88
1;134
-43;7
60;-46
99;-251
-239;-121
-32;-259
71;-118
270;201
-241;-121
187;-123
-50;232
153;-64
-156;-156
185;-105
-83;-84
-144;158
-233;146
217;190
48;300
-7;108
53;22
-98;123
-114;-266
-180;123
-209;-120
-39;258
-89;215
-278;160
-235;190
79;-5
123;206
-12;-79
-106;-136
-30;150
-137;152
190;81
11;-58
247;-19
-14;-13
29;187
81;121
-32;300
-9;297
121;-174
167;6
-156;4
-201;-8
238;10
-198;35
-290;-216
-116;-238
36;12
43;-267
0;-79
-81;164
-89;-117
-151;60
217;138
93;-19
-17;9
-241;24
-98;-62
-193;61
204;244
192;115
138;-259
296;146
267;37
297;-209
-133;294
-161;279
-180;-221
263;40
289;59
80;281
155;198
120;52
66;-57
300;-153
159;26
-277;158
136;174
-296;-168
28;-253
-26;-112
31;183
143;-60
-8;222
262;-109
-217;-234
-137;235
106;-72
-29;-66
170;229
-268;252
96;-149
-171;161
-257;-113
-10;221
292;57
-94;-216
-58;124
22;240
227;-208
-147;-270
-59;267
-41;66
6;-253
-94;86
-233;-43
-155;229
112;74
12;277
-260;-78
226;-157
-137;254
152;152
-201;242
230;152
17;122
-57;119
255;-282
-62;-69
-12;94
227;-184
72;42
-63;-213
-8;-155
-270;-300
-165;235
-181;-212
210;30
1;-163
238;-51
-105;-281
-69;268
-47;187
3;-145
-235;50
-171;90
53;126
-233;-291
58;296
-76;259
-163;288
-46;24
-134;132
-239;-252
-46;-10
-114;-269
158;86
-169;-111
10;-218
-285;212
-31;-4
-82;-153
18;-256
-293;-235
88;-300
-248;84
-102;-64
-110;-156
296;-184
-49;-239
-94;116
-107;-194
-9;28
184;226
183;229
-146;-190
180;-172
130;246
-94;42
280;117
244;-64
124;-286
-283;165
249;-25
-207;116
-30;37
-21;34
-253;-12
-231;222
-64;-290
-104;90
-297;-57
-261;236
121;-94
-174;-295
287;-190
-286;176
43;-148
-121;-265
-47;-2
-120;173
-176;-140
-132;122
-25;-96
30;281
-266;-127
55;298
-190;-217
256;-159
-258;143
22;25
-88;59
92;100
-213;-256
-1;109
146;220
-287;-270
-300;209
193;126
96;71
113;103
270;-226
235;198
-150;74
24;108
151;270
-97;233
253;87
-114;131
130;-56
287;63
43;251
-148;19
101;-255
115;-184
243;-224
-6;129
45;117
74;221
-238;-7
-104;-47
-93;-296
-215;-23
-132;-69
218;-49
-108;-158
36;200
233;8
-121;-146
122;-118
-204;-225
164;-28
99;-193
177;99
81;177
274;139
237;272
243;205
-156;-258
55;-25
268;-38
258;-298
144;264
-216;21
60;265
-219;146
-251;-291
-165;-44
-294;-299
-250;-194
-247;-83
-142;-52
108;-53
-53;98
162;198
-203;-262
-211;200
-219;172
-208;-287
-226;125
245;293
-255;-291
64;-284
198;-297
280;-153
-25;16
-252;-191
34;-293
252;-292
50;107
182;290
127;-200
-232;207
9;-55
-107;86
45;285
185;-129
-133;76
192;-193
171;-240
-286;-32
-31;-144
46;-80
-75;46
269;151
-298;207
0;167
-80;-38
243;129
-197;60
-148;250
7;292
-103;139
46;121
43;-297
-146;94
136;-209
-106;103
44;91
-239;191
221;-148
174;-136
207;195
104;216
-124;-261
-93;78
-215;-270
-267;69
134;94
-28;152
161;246
38;-86
-261;292
279;274
207;-202
46;215
111;161
-115;51
115;-202
191;-90
-165;4
87;255
-61;250
94;-12
192;112
-297;-208
-124;57
-293;-21
186;77
-263;38
52;-184
227;200
259;-181
-272;-290
-217;-126
-95;-268
-59;299
212;65
63;-256
48;47
0;255
106;-293
22;-154
162;219
208;-97
-140;243
-28;-196
149;-52
266;-206
-130;230
19;8
-140;181
285;-184
71;-172
-56;102
243;-29
13;125
-92;-264
153;146
-107;-99
17;23
207;-195
160;-37
-87;-121
168;133
29;-190
253;-152
61;86
40;-3
-266;-24
-77;195
162;173
209;119
-141;163
233;4
-37;226
-256;37
279;104
-44;-205
167;53
-93;38
-71;-158
111;-46
-10;-291
-3;8
-203;182
13;166
234;-279
173;181
-54;-121
170;290
-58;244
64;8
155;-69
-126;299
-225;175
80;-33
88;114
17;-130
-288;-48
-272;164
58;-112
299;-69
56;-254
-139;177
-272;125
-193;36
-102;275
-106;271
63;-279
222;261
172;197
-99;-186
-20;-265
75;37
-234;-56
149;195
168;-197
225;238
-297;-10
208;-80
-91;95
99;52
-122;119
-195;-191
-105;62
-132;78
-225;263
-175;-165
-48;13
-15;187
-236;74
220;-226
186;194
-260;35
279;165
74;-8
-238;-173
-179;-148
186;258
-229;217
-168;-49
254;-145
244;-154
19;-113
56;140
294;231
99;118
-28;-286
14;11
-214;-242
-188;-290
-163;176
229;-134
86;-151
-169;-227
-285;184
148;240
