83;36;97;144
132;64;28;136
138;116;55;51
16;116;164;64
59;121;28;152
78;134;54;94
79;65;101;115
16;164;16;164
46;110;140;64
61;98;82;119
21;132;136;71
52;128;64;116
142;105;16;97
103;32;46;179
53;127;107;73
45;135;45;135
87;51;93;129
100;47;70;143
92;39;88;141
44;136;44;136
166;70;110;14
165;69;111;15
77;48;74;161
105;114;75;66
25;56;136;143
73;35;107;145
79;14;133;134
90;90;52;128
110;108;56;86
61;64;67;168
109;112;68;71
25;38;155;142
127;98;82;53
118;118;62;62
144;77;103;36
45;135;89;91
143;87;93;37
65;67;57;171
73;33;147;107
90;86;93;91
76;119;61;104
60;120;60;120
41;25;139;155
99;39;141;81
91;29;89;151
11;38;125;186
25;29;155;151
56;136;80;88
106;74;106;74
51;66;61;182
56;20;124;160
110;59;70;121
105;128;48;79
118;62;118;62
50;118;130;62
94;86;81;99
124;27;153;56
122;52;128;58
102;60;61;137
74;36;106;144
134;16;25;185
98;82;98;82
26;76;119;139
72;108;72;108
86;11;87;176
75;105;75;105
109;71;109;71
36;144;36;144
80;100;39;141
132;104;52;72
120;47;20;173
31;149;31;149
107;57;73;123
36;58;132;134
79;100;105;76
41;139;41;139
96;92;84;88
46;134;21;159
54;129;148;29
18;37;162;143
21;159;21;159
74;83;106;97
57;131;86;86
47;109;133;71
101;95;79;85
80;100;80;100
21;108;92;139
102;18;78;162
95;85;11;169
60;118;120;62
137;131;48;44
75;105;75;105
48;117;132;63
60;120;60;120
48;144;59;109
54;126;54;126
76;17;104;163
61;93;87;119
57;48;37;218
25;155;25;155
102;49;10;199
101;22;79;158
43;98;65;154
41;117;139;63
128;96;19;117
120;97;21;122
47;17;133;163
44;73;43;200
79;101;106;74
10;170;10;170
41;139;41;139
16;39;51;254
56;69;118;117
46;70;134;110
20;160;20;160
30;150;30;150
89;91;112;68
36;144;36;144
141;146;120;116
71;109;77;103
63;96;117;84
117;63;117;63
101;124;48;87
70;110;70;110
59;58;68;175
76;104;47;133
64;18;106;172
60;120;60;120
126;28;41;165
149;28;141;42
65;115;65;115
105;104;75;76
84;96;54;126
92;28;56;184
91;34;146;89
99;81;75;105
91;89;91;89
129;50;94;87
57;123;55;125
123;49;15;173
48;18;132;162
99;145;96;20
86;129;136;9
74;106;74;106
63;47;117;133
86;94;75;105
87;103;41;129
44;118;136;62
41;88;85;146
109;105;109;37
46;134;46;134
71;69;10;210
80;77;76;127
76;104;104;76
111;139;43;67
112;68;112;68
122;117;131;76
113;121;127;82
135;73;87;65
145;31;112;72
69;21;111;159
86;35;145;94
14;80;166;100
28;95;152;85
39;141;39;141
47;118;18;177
34;146;94;86
41;139;41;139
60;120;60;120
107;73;107;73
109;62;74;115
64;68;122;106
49;148;33;130
123;54;26;157
123;132;59;46
132;104;76;48
46;73;134;107
37;143;37;143
62;42;149;107
15;165;97;83
37;55;143;125
93;48;145;74
84;26;105;145
119;61;22;158
88;79;26;167
103;98;77;82
76;114;104;66
56;140;110;54
44;136;44;136
49;74;131;106
154;39;141;26
135;72;46;107
63;90;90;117
52;53;128;127
155;84;96;25
85;82;95;98
40;140;40;140
65;115;65;115
54;71;126;109
17;81;72;190
97;79;47;137
40;140;65;115
31;51;20;258
111;69;111;69
95;85;66;114
32;148;32;148
136;120;15;89
68;41;101;150
133;149;90;96
32;148;91;89
115;65;94;86
130;71;25;134
65;14;115;166
111;119;92;38
69;107;73;111
78;102;78;102
170;81;99;10
35;145;35;145
28;97;152;83
118;26;154;62
95;85;95;85
31;62;31;236
91;24;156;89
16;78;47;219
48;99;147;66
15;165;15;165
138;39;136;47
90;93;90;87
71;69;111;109
97;19;50;194
94;86;53;127
29;77;49;205
55;23;120;162
144;25;23;168
61;145;54;100
18;162;18;162
94;86;94;86
45;46;40;229
37;105;90;128
44;44;77;195
73;107;73;107
62;83;52;163
120;73;107;60
108;72;71;109
84;89;47;140
68;36;80;176
33;147;39;141
93;112;57;98
128;69;139;24
13;40;167;140
130;18;111;101
60;22;120;158
12;67;168;113
142;60;20;138
87;93;87;93
29;151;29;151
147;30;150;33
140;39;141;40
103;70;53;134
139;95;120;6
118;77;62;103
35;110;102;113
113;67;113;67
45;41;135;139
103;58;77;122
47;24;141;148
83;63;90;124
85;95;85;95
160;117;63;20
80;78;100;102
19;161;86;94
125;29;35;171
95;110;41;114
136;40;61;123
107;73;111;69
146;149;66;67
119;74;56;111
28;138;27;167
65;115;65;115
58;18;122;162
71;109;58;122
91;84;60;125
24;26;156;154
63;96;83;118
106;75;74;105
88;92;88;92
87;55;38;180
47;75;133;105
57;134;137;32
55;46;65;194
22;158;22;158
75;126;27;132
39;10;141;170
33;147;33;147
135;25;155;45
26;47;117;170
89;128;20;123
99;81;99;81
35;145;35;145
20;133;101;106
79;32;101;148
85;95;85;95
40;140;40;140
120;68;140;32
54;126;54;126
141;37;143;39
126;74;76;84
117;35;40;168
54;126;54;126
101;59;79;121
101;143;14;102
59;105;20;176
25;23;132;180
57;136;70;97
104;32;148;76
100;22;143;95
56;86;124;94
125;92;53;90
101;26;48;185
103;77;103;77
56;83;124;97
108;72;52;128
66;113;60;121
66;44;114;136
27;10;72;251
41;139;41;139
86;42;123;109
113;131;89;27
55;125;55;125
46;134;60;120
12;100;97;151
145;128;60;27
48;132;77;103
77;92;19;172
103;69;77;111
142;42;138;38
141;27;46;146
95;35;107;123
80;92;148;40
130;84;120;26
92;74;106;88
97;83;97;83
25;155;13;167
41;58;142;119
116;20;64;160
110;12;70;168
16;28;125;191
102;78;19;161
108;100;80;72
89;91;21;159
40;73;128;119
92;56;88;124
67;113;67;113
61;117;119;63
28;152;28;152
60;55;120;125
62;98;118;82
63;86;94;117
56;124;56;124
43;87;65;165
90;77;90;103
115;107;65;73
71;73;109;107
98;26;154;82
118;95;25;122
19;161;19;161
18;162;18;162
73;134;135;18
96;113;62;89
18;129;116;97
102;91;20;147
115;65;115;65
149;10;123;78
90;90;60;120
162;87;93;18
143;11;169;37
147;79;101;33
26;27;73;234
21;12;66;261
24;62;156;118
77;107;73;103
30;126;72;132
121;89;110;40
140;22;83;115
70;110;70;110
149;106;99;6
64;148;41;107
43;103;137;77
60;114;31;155
58;85;122;95
144;90;16;110
89;107;37;127
36;144;36;144
107;109;73;71
132;63;76;89
43;20;137;160
115;93;65;87
31;64;149;116
31;65;149;115
127;40;72;121
63;114;117;66
107;73;85;95
112;68;109;71
92;110;63;95
39;65;147;109
90;71;22;177
50;32;54;224
95;85;95;85
123;119;95;23
33;41;147;139
49;85;145;81
70;100;110;80
80;100;80;100
81;88;42;149
95;85;95;85
141;117;142;133
98;82;98;82
25;54;79;202
45;21;135;159
136;123;124;127
11;169;34;146
127;87;93;53
147;85;124;4
139;54;12;155
113;71;49;127
114;66;114;66
25;36;121;178
46;134;52;128
103;21;159;77
60;149;125;26
26;90;154;90
76;104;76;104
75;67;39;179
69;57;116;118
117;63;83;97
105;27;56;172
100;80;100;80
118;132;57;53
76;46;104;134
95;46;64;155
55;44;125;136
70;96;141;53
32;148;32;148
52;24;128;156
44;77;136;103
66;114;66;114
110;70;110;70
113;67;113;67
107;45;60;148
146;33;24;157
156;95;85;24
19;23;107;211
123;50;91;96
74;106;74;106
117;63;117;63
95;52;132;81
91;99;66;104
103;67;77;113
45;72;113;130
36;83;58;183
25;64;94;177
79;101;79;101
119;74;106;61
64;116;64;116
102;78;102;78
24;156;24;156
63;117;63;117
150;75;105;30
95;85;95;85
16;164;16;164
43;31;54;232
51;129;51;129
66;70;110;114
15;165;15;165
101;79;101;79
110;10;70;170
67;65;123;105
48;98;132;82
57;84;32;187
52;73;79;156
44;136;44;136
45;105;57;153
131;140;138;24
91;89;55;125
111;100;117;32
125;68;112;55
72;53;127;108
33;45;147;135
70;108;72;110
91;102;114;53
22;29;143;166
58;55;38;209
70;39;110;141
90;38;32;200
60;68;120;112
23;157;40;140
52;128;91;89
86;20;132;122
