24;70;30
41;48;96
11;66;99
17;63;43
23;48;96
17;28;98
92;24;72
10;71;10
21;28;98
61;18;81
85;24;72
87;16;64
24;48;96
50;48;96
40;24;72
84;16;64
45;16;64
11;66;99
73;48;96
87;28;98
77;80;16
55;18;81
27;28;98
11;48;96
40;24;72
61;18;81
65;18;81
51;48;96
17;88;35
11;48;96
28;16;64
44;28;98
79;18;81
62;18;81
19;16;64
68;16;64
14;54;18
30;90;62
94;24;72
11;66;99
39;28;98
81;90;23
98;48;96
37;87;40
79;16;64
50;28;98
25;18;81
87;18;81
77;16;64
37;91;16
31;16;64
95;18;81
24;24;72
27;28;98
51;48;96
23;18;81
11;66;99
89;48;96
34;28;98
29;16;64
19;69;21
28;64;14
76;28;98
30;24;72
11;66;99
62;28;98
39;16;64
84;48;96
11;66;99
27;80;57
94;18;81
44;24;72
72;16;64
13;16;64
24;81;19
11;66;99
11;55;60
11;66;99
34;28;98
31;28;98
44;28;98
72;90;21
24;59;12
87;95;22
11;66;99
78;28;98
31;88;30
33;48;96
36;16;64
14;53;50
11;66;99
11;61;67
61;48;96
92;77;12
59;24;72
11;66;99
46;16;64
44;28;98
55;16;64
31;18;81
92;24;72
30;63;10
13;18;81
29;80;51
11;66;99
46;67;21
92;28;98
35;69;15
28;28;98
11;66;99
40;24;72
14;92;36
56;18;81
71;24;72
21;28;98
74;48;96
14;16;64
77;28;98
17;77;67
70;28;98
40;18;81
26;48;96
90;28;98
29;18;81
25;18;81
60;24;72
86;48;96
11;66;99
62;28;98
11;66;99
45;18;81
73;16;64
20;97;86
39;99;35
61;48;96
48;16;64
55;28;98
62;24;72
11;86;37
11;66;99
59;80;22
11;66;99
67;24;72
11;66;99
11;66;99
86;16;64
47;18;81
71;24;72
89;24;72
14;86;44
73;28;98
51;18;81
16;84;19
21;16;64
92;24;72
79;24;72
28;16;64
74;24;72
81;48;96
82;24;72
33;16;64
64;48;96
11;66;99
11;66;99
65;28;98
14;72;86
55;28;98
40;96;14
32;28;98
72;28;98
15;69;61
19;48;96
57;79;16
69;24;72
19;84;92
11;66;99
84;24;72
22;16;64
11;66;99
89;24;72
24;24;72
19;16;64
55;16;64
12;33;17
10;67;53
77;16;64
89;18;81
80;28;98
11;66;99
61;24;72
29;18;81
92;48;96
22;16;64
95;48;96
33;28;98
95;16;64
11;66;99
70;16;64
69;82;20
31;18;81
11;66;99
64;28;98
11;66;99
30;92;66
75;28;98
63;16;64
74;16;64
11;66;99
48;24;72
29;16;64
11;66;99
48;24;72
44;48;96
11;66;99
13;18;81
88;78;10
38;48;96
23;69;12
11;66;99
11;66;99
43;28;98
38;48;96
67;16;64
66;16;64
57;16;64
30;88;25
11;66;99
34;18;81
11;66;99
83;28;98
11;66;99
23;84;12
57;28;98
36;28;98
21;86;68
46;24;72
35;48;96
53;18;81
20;95;49
45;24;72
85;24;72
61;48;96
76;77;15
43;24;72
99;18;81
72;28;98
82;18;81
90;28;98
49;24;72
58;16;64
48;92;27
33;94;27
86;18;81
26;28;98
76;48;96
79;95;22
17;16;64
33;16;64
56;24;72
77;96;27
13;95;81
24;93;69
56;24;72
11;66;99
39;73;30
28;18;81
64;28;98
17;76;74
56;28;98
15;93;73
47;28;98
12;93;83
11;66;99
98;24;72
38;18;81
33;28;98
37;16;64
13;16;64
26;83;15
36;18;81
28;48;96
56;16;64
16;78;23
36;97;47
11;95;95
19;16;64
82;18;81
96;28;98
33;28;98
15;77;37
35;24;72
24;98;27
98;28;98
10;75;15
11;66;99
28;75;41
20;28;98
13;37;21
72;16;64
31;48;96
11;48;96
11;66;99
11;66;99
56;48;96
20;55;37
57;28;98
24;48;96
40;16;64
34;83;43
67;18;81
66;16;64
11;66;99
11;66;99
91;24;72
11;66;99
12;65;62
11;52;60
28;16;64
64;16;64
80;24;72
24;16;64
92;28;98
11;66;99
15;16;64
75;24;72
54;16;64
53;16;64
66;18;81
75;28;98
49;24;72
34;44;11
94;16;64
95;18;81
42;52;12
10;16;64
59;48;96
56;24;72
88;18;81
49;24;72
19;39;11
61;16;64
23;16;64
68;16;64
13;16;64
68;24;72
52;28;98
11;28;98
14;81;47
17;66;58
64;48;96
94;90;11
11;66;99
84;48;96
24;78;13
56;93;38
66;24;72
17;85;69
73;18;81
28;16;64
80;48;96
17;81;48
14;63;48
33;94;43
68;28;98
89;16;64
63;48;96
88;16;64
48;76;19
19;93;34
12;16;64
20;63;43
51;28;98
15;57;47
86;18;81
53;48;96
11;66;99
52;82;18
10;86;57
10;66;83
16;18;81
21;92;25
98;18;81
79;18;81
98;18;81
40;48;96
31;28;98
48;90;21
16;88;77
84;16;64
45;48;96
62;24;72
53;48;96
13;16;64
31;18;81
11;66;99
44;28;98
11;66;99
43;28;98
92;16;64
11;66;99
96;48;96
50;18;81
94;48;96
11;66;99
20;94;26
43;79;11
11;66;99
93;16;64
11;66;99
28;48;96
41;94;32
77;48;96
31;28;98
66;48;96
11;66;99
79;18;81
26;86;12
50;16;64
37;18;81
93;18;81
47;28;98
11;66;99
23;68;16
91;16;64
86;18;81
96;48;96
95;18;81
25;96;51
36;18;81
97;28;98
12;37;18
32;28;98
11;66;99
92;18;81
58;28;98
16;96;40
11;66;99
23;50;22
11;66;99
62;24;72
34;18;81
91;28;98
58;18;81
79;24;72
11;18;81
64;94;17
18;18;81
88;18;81
39;16;64
58;16;64
81;24;72
12;28;98
45;90;42
11;66;99
11;37;12
11;66;99
22;24;72
24;28;98
24;99;47
93;16;64
54;18;81
95;48;96
11;66;99
14;79;27
11;66;99
27;71;15
27;24;72
66;48;96
91;28;98
38;18;81
95;48;96
28;65;23
77;97;19
31;48;96
75;18;81
51;97;31
49;91;18
57;18;81
25;88;62
33;24;72
11;66;99
42;91;45
58;16;64
36;24;72
55;16;64
16;67;11
37;48;96
92;48;96
20;97;23
15;24;72
11;66;99
42;18;81
99;16;64
40;16;64
21;24;72
11;66;99
59;48;96
42;16;64
11;66;99
42;18;81
53;92;30
19;24;72
11;66;99
54;67;18
90;48;96
29;86;19
11;66;99
93;16;64
62;48;96
11;66;99
14;55;26
20;28;98
30;95;75
28;28;98
48;16;64
55;18;81
21;82;22
81;48;96
32;16;64
81;28;98
50;18;81
66;16;64
16;48;96
13;28;98
23;48;96
28;87;40
11;66;99
28;48;96
44;16;64
18;18;81
25;96;75
64;16;64
47;65;11
79;16;64
69;24;72
23;54;27
34;48;96
11;66;99
62;16;64
86;18;81
22;85;68
47;18;81
31;48;96
86;16;64
18;28;98
49;97;46
72;48;96
90;24;72
35;28;98
19;48;96
72;16;64
11;66;99
15;28;98
58;24;72
11;66;99
87;24;72
11;66;99
68;80;21
36;91;24
25;16;64
11;66;99
80;28;98
31;48;96
11;66;99
78;48;96
42;28;98
40;16;64
11;66;99
16;24;72
11;66;99
11;66;99
51;16;64
41;48;96
72;28;98
12;82;52
14;18;81
35;48;96
11;66;99
62;28;98
45;80;24
96;48;96
39;16;64
53;87;29
13;87;59
22;92;15
23;86;54
41;48;96
72;24;72
21;48;96
67;48;96
11;66;99
46;48;96
47;48;96
46;16;64
74;16;64
95;48;96
39;18;81
12;68;82
54;16;64
94;28;98
32;16;64
10;92;32
36;48;96
13;90;68
12;28;98
34;86;32
11;66;99
52;80;23
12;59;36
98;48;96
74;28;98
11;66;99
46;97;42
15;24;72
52;18;81
37;48;96
11;66;99
44;28;98
61;28;98
29;18;81
98;92;21
93;48;96
11;66;99
38;16;64
52;24;72
53;98;34
11;66;99
15;90;48
64;18;81
11;66;99
66;16;64
55;28;98
49;48;96
40;48;96
80;28;98
11;66;99
19;79;68
47;18;81
28;16;64
80;16;64
11;66;99
44;18;81
11;66;99
77;24;72
11;66;99
19;18;81
47;28;98
57;96;11
20;24;72
85;28;98
69;18;81
11;66;99
94;18;81
32;58;23
11;48;96
11;66;99
37;18;81
97;28;98
64;18;81
70;28;98
12;18;81
69;48;96
11;66;99
12;16;64
54;83;25
45;83;38
19;18;81
98;16;64
13;91;66
15;81;98
34;48;96
11;66;99
98;18;81
11;66;99
13;18;81
53;48;96
56;99;21
32;24;72
82;16;64
28;67;16
28;18;81
27;24;72
11;66;99
30;28;98
95;92;15
79;18;81
42;28;98
71;99;31
11;66;99
50;83;20
11;66;99
20;28;98
35;56;22
57;48;96
93;48;96
80;24;72
22;24;72
56;16;64
31;48;96
29;16;64
73;18;81
44;28;98
85;18;81
12;99;71
13;16;64
61;48;96
70;24;72
29;18;81
16;57;27
47;18;81
37;18;81
21;85;70
40;16;64
60;86;10
11;66;99
20;79;56
55;28;98
67;48;96
71;24;72
11;66;99
79;18;81
11;66;99
74;48;96
50;24;72
40;98;32
85;18;81
11;66;99
25;18;81
37;48;96
11;66;99
51;48;96
33;28;98
38;85;40
11;66;99
52;24;72
23;48;96
96;24;72
11;66;99
11;18;81
51;28;98
50;71;23
76;24;72
82;18;81
75;81;18
22;18;81
11;66;99
88;28;98
34;49;12
11;66;99
41;24;72
72;18;81
39;28;98
11;66;99
11;66;99
27;18;81
79;24;72
17;81;82
23;90;30
19;92;91
34;94;34
41;18;81
83;16;64
32;18;81
49;48;96
26;48;96
78;24;72
70;24;72
30;16;64
43;24;72
96;48;96
25;91;71
15;74;27
66;18;81
25;16;64
11;66;99
16;24;72
13;97;57
44;28;98
39;18;81
11;66;99
11;66;99
64;16;64
11;74;35
34;18;81
11;66;99
51;16;64
34;16;64
22;99;33
82;92;19
57;24;72
94;28;98
95;48;96
50;48;96
72;28;98
10;72;34
62;28;98
11;66;99
60;24;72
16;97;44
42;24;72
58;16;64
88;24;72
96;24;72
86;48;96
11;66;99
47;16;64
19;48;96
12;68;21
38;18;81
11;66;99
69;16;64
56;18;81
37;68;17
54;28;98
38;78;27
20;18;81
39;48;96
53;48;96
17;60;20
86;18;81
63;97;12
86;24;72
68;28;98
22;47;21
47;16;64
53;16;64
57;18;81
39;16;64
57;94;18
25;65;10
91;18;81
52;48;96
11;66;99
11;66;99
12;86;24
38;95;12
75;70;15
86;16;64
71;16;64
94;28;98
54;24;72
57;18;81
11;66;99
52;97;18
16;57;50
11;66;99
13;48;96
74;16;64
72;16;64
12;24;72
14;28;98
33;83;50
11;28;98
39;63;14
31;18;81
17;16;64
80;48;96
12;28;98
34;24;72
57;62;16
12;28;98
11;66;99
21;60;41
56;28;98
14;18;81
61;18;81
91;28;98
72;48;96
74;93;23
60;16;64
79;24;72
51;76;17
75;73;12
21;85;79
69;28;98
11;66;99
74;18;81
14;16;64
10;71;85
76;18;81
10;72;96
61;24;72
11;85;52
13;97;51
11;84;65
11;66;99
98;18;81
69;28;98
11;66;99
27;48;96
10;48;96
82;18;81
85;24;72
17;16;64
11;66;99
19;86;34
79;18;81
15;63;36
77;18;81
11;66;99
14;78;12
11;66;99
17;24;72
68;18;81
15;85;95
28;18;81
96;28;98
11;66;99
95;28;98
11;66;99
65;24;72
58;71;18
51;24;72
97;28;98
74;16;64
54;16;64
40;56;12
11;66;99
42;96;44
63;48;96
26;16;64
38;16;64
38;18;81
13;68;39
62;24;72
11;66;99
13;74;85
84;28;98
59;28;98
11;66;99
97;16;64
23;18;81
94;18;81
13;16;64
11;66;99
77;16;64
97;18;81
41;24;72
45;83;23
48;28;98
11;66;99
38;48;96
11;66;99
13;79;93
11;66;99
55;28;98
23;91;57
28;28;98
35;70;23
17;28;98
26;36;10
11;66;99
27;16;64
80;75;12
50;28;98
54;18;81
16;24;72
11;66;99
18;43;23
91;18;81
57;24;72
32;24;72
11;66;99
11;66;99
65;24;72
68;28;98
29;89;44
57;48;96
46;16;64
56;28;98
25;82;61
26;84;13
31;98;23
73;28;98
54;24;72
75;28;98
66;24;72
43;92;38
93;28;98
26;66;38
46;90;15
33;48;96
36;18;81
18;24;72
11;66;99
66;16;64
15;68;70
20;99;17
39;16;64
11;66;99
98;24;72
11;66;99
11;66;99
89;88;13
11;66;99
49;48;96
93;24;72
49;48;96
11;66;99
11;66;99
78;28;98
68;24;72
37;73;33
81;18;81
28;98;14
98;24;72
44;98;43
72;16;64
64;16;64
11;66;99
23;24;72
11;66;99
