75,96
63,26
110,70
123,18
138,49
140,28
125,36
12,31
128,93
13,70
138,19
74,35
12,47
117,47
98,61
88,39
84,96
89,21
121,60
18,83
123,69
117,53
147,52
123,66
138,48
58,69
60,56
48,86
126,52
47,14
124,25
29,46
73,42
110,87
7,93
135,77
21,03
30,05
8,53
59,68
8,29
40,44
26,25
127,53
91,54
129,99
110,88
76,12
28,80
103,27
123,88
65,11
72,79
34,33
98,73
132,66
147,85
83,77
147,14
132,58
27,34
71,93
128,97
65,70
29,03
43,02
7,47
23,56
99,68
131,66
115,43
42,90
10,91
57,57
83,98
68,21
74,24
142,17
20,04
23,60
92,19
63,74
12,73
52,15
125,41
57,15
69,33
102,56
54,54
139,92
9,96
52,23
23,60
101,05
134,24
29,36
89,87
140,95
93,34
44,78
106,50
137,76
23,35
66,95
97,48
94,87
57,83
109,44
119,61
145,49
97,18
139,90
23,57
148,88
47,30
126,42
76,41
43,81
20,27
13,54
150,83
39,65
80,91
118,88
146,15
89,45
93,82
48,68
9,50
103,50
114,96
10,97
27,03
125,46
88,08
151,89
48,19
61,62
62,80
17,93
68,58
116,47
106,11
88,69
5,54
6,21
145,58
12,34
44,22
85,93
66,38
30,90
146,84
149,23
115,69
25,86
118,25
121,64
31,72
147,24
113,28
113,34
143,52
36,42
125,69
97,49
31,50
73,13
38,76
86,44
65,96
70,71
72,71
152,10
54,42
76,66
76,41
53,78
131,45
17,30
41,28
118,25
52,44
21,24
14,98
122,23
92,28
123,94
128,80
142,14
76,32
113,54
59,75
92,00
59,45
87,97
112,42
98,42
117,52
109,11
18,74
61,19
32,32
139,38
142,95
57,46
54,34
70,31
51,18
33,20
121,43
35,45
6,72
62,75
40,34
111,25
20,74
47,31
44,66
57,11
92,26
124,85
122,05
52,54
37,67
87,45
135,75
77,67
51,60
21,60
69,15
143,39
80,21
125,92
16,57
5,93
16,62
45,00
21,01
57,92
139,23
35,35
13,20
101,17
117,95
39,08
113,76
141,44
109,70
72,98
114,09
69,49
103,98
50,13
23,33
44,17
110,80
59,96
135,37
79,86
106,99
108,59
50,32
54,60
144,68
45,90
115,67
21,82
63,25
65,76
87,74
60,08
151,84
62,75
105,19
59,23
54,41
138,97
117,77
65,76
135,66
70,01
150,17
42,47
57,90
61,01
31,29
62,42
7,17
31,15
47,61
150,87
84,19
44,44
27,22
36,55
91,99
46,00
99,40
154,49
142,15
85,24
18,08
87,94
152,75
56,70
50,60
10,05
5,16
24,74
82,47
84,75
126,09
80,59
54,42
102,43
24,57
102,42
45,41
130,03
140,14
105,24
63,85
96,64
102,22
43,44
6,53
50,40
85,42
90,83
143,79
50,48
143,17
80,58
34,89
14,62
105,57
32,60
61,75
6,49
36,76
58,60
147,32
62,67
36,40
73,87
31,78
95,68
79,61
6,56
111,50
96,38
24,78
146,58
29,84
8,44
141,56
14,62
12,06
89,19
126,12
90,57
123,24
88,47
10,95
38,18
86,25
151,44
41,99
37,42
32,90
5,92
146,86
105,16
52,85
81,35
68,40
154,85
73,24
147,99
41,51
123,66
95,59
25,96
120,57
79,65
83,66
27,90
31,19
56,68
21,44
90,85
144,98
57,35
82,80
13,65
100,36
149,83
11,67
38,33
80,72
152,44
131,73
41,71
104,46
147,02
32,32
80,33
36,82
91,85
55,39
30,92
91,22
75,29
59,50
135,27
35,13
44,74
37,09
74,83
11,11
38,58
28,84
25,11
127,20
116,98
46,49
27,17
12,02
39,85
89,10
46,56
131,84
129,72
19,99
148,75
129,85
73,06
38,48
67,08
17,70
104,22
17,30
112,82
100,94
8,42
146,68
131,73
50,34
22,63
117,91
86,62
112,29
79,68
19,75
99,07
81,99
73,36
134,69
128,50
31,11
13,28
100,59
23,40
83,22
94,96
34,30
72,68
49,28
142,15
54,66
126,02
67,97
12,87
134,52
136,18
98,57
148,29
82,19
31,99
110,47
16,98
123,79
153,86
124,32
142,63
119,25
147,17
115,38
130,82
42,31
88,45
32,89
143,37
30,11
62,45
40,83
58,63
44,55
57,09
